user,employee_name,department,job_title,date,login_count,night_logins,unique_pcs,usb_count,file_activity_count,file_deleted,file_copied,file_accessed,emails_sent,external_emails,email_attachments,http_requests,unique_urls,cctv_anomalies,access_card_anomalies,behavioral_score,anomaly_label,risk_score
USR02228,David Smith,Legal,Analyst,2026-01-15,194,11,1,141,170,19,0,151,6,1,1,1629,245,7,5,31.4,-1,88.05
USR02229,Maria Garcia,Finance,Officer,2026-01-14,244,13,4,92,392,16,14,362,66,20,0,357,115,12,7,81.47,1,84.89
USR02230,James Smith,Operations,Specialist,2026-01-13,188,5,4,93,932,112,113,707,78,5,21,666,316,1,5,57.75,-1,78.42
USR02231,Michael Davis,Executive,Associate,2026-01-12,166,11,6,41,826,15,80,731,139,29,33,1328,380,3,6,85.56,-1,76.84
USR02232,Lisa Johnson,Legal,Analyst,2026-01-11,63,0,5,41,558,14,20,524,79,19,11,1866,176,13,7,53.3,1,63.28
USR02233,Lisa Johnson,IT,Specialist,2026-01-10,63,4,1,104,843,76,82,685,84,20,20,159,158,11,7,60.69,1,96.76
USR02234,Sarah Johnson,IT,Consultant,2026-01-09,62,3,1,99,233,13,41,179,14,0,0,1426,84,14,3,74.92,1,58.03
USR02235,Robert Johnson,IT,Manager,2026-01-08,47,1,6,120,799,45,108,646,71,0,0,180,165,2,5,31.35,1,69.42
USR02236,John Davis,Security,Manager,2026-01-07,114,1,2,107,593,26,34,533,200,22,19,1403,382,2,1,58.96,1,42.44
USR02237,David Miller,Sales,Manager,2026-01-06,110,8,3,32,488,7,82,399,113,18,8,1570,57,2,6,83.2,-1,61.13
USR02238,Robert Martinez,Legal,Analyst,2026-01-05,200,10,3,60,591,88,54,449,105,20,9,182,146,9,6,30.88,1,96.71
USR02239,Sarah Miller,HR,Associate,2026-01-04,242,10,1,110,89,12,10,67,170,36,6,246,196,6,7,100,-1,95.23
USR02240,Emily Jones,Sales,Coordinator,2026-01-03,201,3,1,127,1132,153,217,762,180,5,40,1040,294,13,5,52.12,-1,100
USR02241,Robert Brown,Engineering,Specialist,2026-01-02,67,5,6,71,600,62,39,499,132,15,15,597,379,7,5,100,1,62.79
USR02242,Lisa Brown,Sales,Associate,2026-01-01,162,0,2,109,1048,92,39,917,97,15,2,1413,434,15,5,43.08,1,82.17
USR02243,Emily Davis,Engineering,Analyst,2025-12-31,231,3,6,101,1160,146,178,836,119,17,1,1560,337,11,2,58.81,1,79.89
USR02244,Jennifer Smith,Executive,Director,2025-12-30,163,9,3,128,158,16,17,125,119,46,9,849,223,1,6,100,1,61.57
USR02245,Michael Jones,Finance,Consultant,2025-12-29,202,3,2,88,571,4,103,464,181,48,11,1564,269,0,8,100,1,53.62
USR02246,John Miller,Security,Coordinator,2025-12-28,62,0,3,30,962,85,154,723,40,4,12,1741,470,5,3,25.95,1,56.02
USR02247,Lisa Davis,Operations,Director,2025-12-27,40,1,6,109,272,27,11,234,181,58,44,287,153,2,3,32.05,1,66.74
USR02248,Lisa Brown,Operations,Coordinator,2025-12-26,120,7,4,125,540,23,100,417,30,10,4,1529,97,0,4,34.26,-1,71.14
USR02249,Lisa Jones,Finance,Director,2025-12-25,206,16,8,16,608,18,43,547,17,6,5,724,310,4,5,52.41,1,67.41
USR02250,John Martinez,Legal,Director,2026-01-23,216,17,8,126,478,50,37,391,176,23,31,481,255,11,7,34.39,1,100
USR02251,James Johnson,Operations,Associate,2026-01-22,78,0,4,82,232,6,42,184,167,9,15,1392,126,1,1,18.69,1,35.94
USR02252,John Williams,HR,Consultant,2026-01-21,187,4,5,26,369,13,17,339,191,16,11,517,458,5,0,74.32,1,48.25
USR02253,Jennifer Davis,Engineering,Associate,2026-01-20,117,3,2,63,1003,3,134,866,95,35,28,950,285,6,7,55.68,1,70.43
USR02254,Sarah Miller,Security,Manager,2026-01-19,75,3,1,132,33,4,6,23,157,13,28,188,115,3,3,26.31,1,61.23
USR02255,David Martinez,Security,Lead,2026-01-18,241,7,1,50,929,71,166,692,117,14,34,302,69,7,3,61.89,1,67.18
USR02256,James Williams,HR,Director,2026-01-17,120,4,1,112,1019,3,3,1013,87,14,11,709,352,4,3,93.1,-1,62.11
USR02257,Sarah Rodriguez,Engineering,Lead,2026-01-16,247,5,4,132,679,7,34,638,191,68,17,1057,266,5,5,69.43,-1,89.81
USR02258,Sarah Garcia,Sales,Specialist,2026-01-15,65,2,4,55,88,7,0,81,102,26,13,1444,476,15,0,76.53,1,58.11
USR02259,Emily Johnson,Finance,Associate,2026-01-14,241,2,7,23,233,21,21,191,195,28,1,1268,145,15,3,88.92,1,57.04
USR02260,John Brown,IT,Officer,2026-01-13,199,2,8,2,460,62,73,325,166,27,1,898,69,4,0,82.25,1,33.42
USR02261,Robert Williams,Engineering,Officer,2026-01-12,76,6,2,100,393,53,34,306,119,44,19,310,172,13,8,41.99,-1,100
USR02262,Jennifer Smith,Sales,Director,2026-01-11,74,4,1,85,468,49,56,363,164,15,8,99,77,5,0,68.29,1,57.93
USR02263,Maria Smith,Marketing,Director,2026-01-10,218,10,1,137,222,26,34,162,196,33,17,709,242,10,7,100,1,83.42
USR02264,Sarah Davis,HR,Specialist,2026-01-09,87,0,6,66,133,11,2,120,99,20,13,1041,428,8,0,53.4,-1,62.09
USR02265,James Davis,Legal,Associate,2026-01-08,228,7,1,6,166,7,16,143,165,10,19,1838,37,11,8,30.96,-1,82.8
USR02266,Sarah Jones,HR,Consultant,2026-01-07,131,4,5,1,120,0,1,119,80,2,0,649,385,13,4,77.51,1,57.12
USR02267,Robert Brown,HR,Lead,2026-01-06,247,14,6,43,759,52,4,703,77,28,17,1239,329,4,4,39.43,1,71.26
USR02268,John Johnson,Marketing,Lead,2026-01-05,50,3,6,20,202,16,7,179,48,3,12,1717,216,11,2,69.15,1,43.71
USR02269,Sarah Garcia,Executive,Director,2026-01-04,194,0,5,61,242,21,1,220,117,4,31,575,56,13,4,69.22,1,51.04
USR02270,James Brown,Finance,Senior Developer,2026-01-03,216,7,3,63,269,37,29,203,107,30,3,382,205,9,6,30.32,1,84.98
USR02271,David Miller,Executive,Consultant,2026-01-02,112,5,3,64,651,10,58,583,52,16,2,1825,65,7,7,61.97,1,59.25
USR02272,David Davis,Executive,Manager,2026-01-01,239,18,8,83,1196,23,183,990,73,29,9,1135,485,9,0,91.79,1,84.89
USR02273,Jennifer Rodriguez,HR,Consultant,2025-12-31,100,2,5,143,1050,126,143,781,9,3,0,1029,223,15,6,95.09,1,83.55
USR02274,Emily Davis,Security,Senior Developer,2025-12-30,122,3,5,37,738,14,144,580,30,8,7,301,236,4,8,58.61,1,68.25
USR02275,Lisa Miller,Sales,Consultant,2025-12-29,232,1,2,150,266,38,12,216,98,10,12,1767,149,4,5,70.97,-1,63.56
USR02276,Lisa Miller,Executive,Officer,2025-12-28,43,2,7,114,672,73,29,570,11,2,3,1552,422,6,6,64.53,1,58.75
USR02277,Lisa Davis,IT,Analyst,2025-12-27,109,0,6,115,978,14,34,930,98,1,22,225,112,11,4,34.08,1,68.03
USR02278,Maria Martinez,Security,Director,2025-12-26,157,12,6,33,778,49,55,674,130,16,17,1962,402,8,5,42.04,1,74.76
USR02279,Lisa Miller,Sales,Coordinator,2025-12-25,101,5,5,47,26,2,0,24,149,57,21,1999,130,0,7,49.54,1,54.84
USR02280,Robert Williams,IT,Consultant,2026-01-23,186,5,8,15,1157,148,69,940,45,13,13,875,31,7,6,100,1,54.85
USR02281,Michael Davis,Sales,Specialist,2026-01-22,107,8,3,73,422,46,5,371,19,7,4,1751,223,3,6,48.35,1,56.03
USR02282,Lisa Rodriguez,HR,Manager,2026-01-21,111,7,2,107,609,72,8,529,155,7,24,445,368,13,5,35.9,1,94.54
USR02283,Michael Garcia,Executive,Manager,2026-01-20,128,0,2,99,171,11,27,133,161,60,33,176,142,4,3,32.46,-1,88.99
USR02284,Sarah Brown,Marketing,Specialist,2026-01-19,228,18,1,36,447,61,38,348,64,5,13,1225,460,5,4,55.18,-1,88.43
USR02285,James Martinez,Legal,Associate,2026-01-18,196,3,2,44,1192,76,107,1009,72,1,7,189,47,4,8,60.65,-1,73.16
USR02286,James Garcia,Executive,Director,2026-01-17,64,0,3,7,406,52,29,325,149,52,3,802,328,12,6,78.62,1,70.4
USR02287,Emily Martinez,HR,Coordinator,2026-01-16,182,10,4,123,751,112,73,566,45,16,8,664,217,7,7,67.41,1,85.93
USR02288,Jennifer Smith,Marketing,Senior Developer,2026-01-15,248,5,8,121,299,43,50,206,25,7,3,1717,58,12,2,65.04,1,63.59
USR02289,Emily Williams,Sales,Officer,2026-01-14,198,4,5,78,1066,62,176,828,124,9,25,1193,387,14,7,57.61,1,88.68
USR02290,Robert Martinez,HR,Associate,2026-01-13,60,1,7,113,359,32,62,265,127,16,31,1664,295,12,1,9.53,1,71.36
USR02291,Michael Martinez,Sales,Associate,2026-01-12,243,12,6,46,596,12,95,489,86,31,7,202,190,1,2,7.08,-1,96.9
USR02292,John Davis,Finance,Associate,2026-01-11,57,1,5,63,528,58,7,463,51,13,11,946,290,3,4,59.29,1,44.74
USR02293,John Johnson,Executive,Coordinator,2026-01-10,134,3,2,20,82,1,10,71,135,19,23,860,246,7,1,82.65,1,38.07
USR02294,Sarah Davis,HR,Associate,2026-01-09,88,1,8,92,869,7,127,735,64,0,5,1982,73,14,3,47.25,1,64.13
USR02295,John Johnson,Engineering,Analyst,2026-01-08,209,9,3,105,340,4,20,316,45,8,0,50,33,2,3,56.03,1,59.89
USR02296,Maria Miller,Sales,Senior Developer,2026-01-07,83,5,6,21,574,31,43,500,143,46,2,1759,161,15,1,29.31,1,76.27
USR02297,John Jones,Legal,Senior Developer,2026-01-06,61,2,4,17,250,36,20,194,161,52,3,1750,97,15,6,56.7,1,75.97
USR02298,David Davis,IT,Associate,2026-01-05,151,6,1,83,545,64,107,374,90,24,4,698,261,11,0,73.72,1,70.45
USR02299,David Smith,Sales,Associate,2026-01-04,107,8,7,28,1027,86,66,875,32,11,8,376,275,15,1,75.0,1,80.14
USR02300,Sarah Miller,Engineering,Director,2026-01-03,182,0,2,145,1042,84,90,868,130,2,35,398,225,15,8,67.12,1,90.68
USR02301,David Jones,HR,Analyst,2026-01-02,116,4,3,66,316,47,51,218,131,50,1,1135,295,1,5,70.87,1,57.21
USR02302,Emily Davis,Security,Consultant,2026-01-01,237,5,7,130,536,79,56,401,16,2,1,571,52,13,8,18.98,1,90.41
USR02303,John Davis,Sales,Lead,2025-12-31,60,3,1,11,898,19,67,812,61,13,11,1231,261,4,3,72.47,1,38.69
USR02304,James Johnson,Engineering,Director,2025-12-30,104,1,8,21,680,4,7,669,131,27,0,214,196,14,5,65.71,1,75.6
USR02305,John Smith,IT,Officer,2025-12-29,181,4,3,129,601,47,46,508,121,27,6,1134,340,13,7,42.77,1,90.73
USR02306,Michael Johnson,Executive,Manager,2025-12-28,244,5,4,76,260,16,13,231,7,2,2,1679,97,3,5,50.2,1,44.8
USR02307,Maria Davis,Security,Coordinator,2025-12-27,90,6,8,71,131,16,21,94,152,6,10,1456,414,1,5,77.77,1,42.49
USR02308,Lisa Miller,Executive,Lead,2025-12-26,178,0,2,45,358,21,51,286,38,1,8,492,232,3,0,88.37,-1,42.19
USR02309,Lisa Smith,Finance,Consultant,2025-12-25,206,5,1,101,513,58,7,448,62,11,10,1317,200,3,5,29.58,1,58.79
USR02310,Sarah Miller,Sales,Manager,2026-01-23,186,6,6,138,832,118,49,665,103,3,4,1648,204,7,6,50.09,-1,88.95
USR02311,John Martinez,Operations,Manager,2026-01-22,123,4,6,11,1145,5,99,1041,162,34,1,1304,244,14,3,98.39,1,61.68
USR02312,Lisa Johnson,Security,Coordinator,2026-01-21,202,9,2,14,124,0,13,111,104,20,18,1105,167,7,3,100,1,44.7
USR02313,John Brown,Legal,Consultant,2026-01-20,40,3,1,98,585,72,110,403,179,31,30,813,339,0,4,57.12,1,60.52
USR02314,Jennifer Rodriguez,Marketing,Senior Developer,2026-01-19,107,7,1,32,1020,135,147,738,11,1,3,921,154,11,1,79.99,1,64.29
USR02315,John Garcia,Engineering,Analyst,2026-01-18,199,10,8,84,631,61,26,544,143,32,0,1159,164,5,7,41.46,1,77.67
USR02316,Robert Garcia,Engineering,Officer,2026-01-17,81,2,6,57,396,0,47,349,182,17,34,788,57,10,5,76.47,1,52.77
USR02317,David Davis,Finance,Analyst,2026-01-16,245,14,8,88,47,5,1,41,58,19,3,1846,291,8,1,56.03,-1,80.88
USR02318,David Johnson,Operations,Senior Developer,2026-01-15,222,0,8,66,105,8,11,86,22,5,3,1238,329,6,3,70.56,1,38.56
USR02319,Maria Williams,Sales,Lead,2026-01-14,186,14,5,114,483,65,59,359,161,25,2,1211,499,4,5,25.49,-1,100
USR02320,John Garcia,Sales,Coordinator,2026-01-13,145,0,8,20,324,19,15,290,57,15,6,1298,452,9,1,26.22,1,50.55
USR02321,Sarah Martinez,Marketing,Consultant,2026-01-12,139,9,5,48,902,76,53,773,114,22,12,222,188,9,5,77.84,1,83.15
USR02322,Jennifer Miller,Security,Analyst,2026-01-11,134,0,6,27,621,48,89,484,64,25,3,1143,249,15,6,71.97,1,71.1
USR02323,John Williams,Marketing,Senior Developer,2026-01-10,111,2,4,61,474,66,67,341,166,30,6,1404,311,12,0,73.99,1,60.7
USR02324,Michael Davis,Engineering,Specialist,2026-01-09,41,0,5,62,1138,111,97,930,114,32,19,1007,40,15,2,59.99,1,72.74
USR02325,Lisa Rodriguez,Executive,Consultant,2026-01-08,149,3,7,128,79,5,6,68,129,12,33,168,162,4,3,49.15,1,65.09
USR02326,John Johnson,Executive,Associate,2026-01-07,178,2,5,118,1043,12,161,870,180,59,23,253,154,12,2,32.54,1,96.73
USR02327,James Brown,Sales,Officer,2026-01-06,175,14,3,129,159,13,24,122,7,0,1,1637,472,12,8,74.4,1,87.2
USR02328,Michael Davis,Executive,Senior Developer,2026-01-05,119,2,6,43,1134,68,96,970,87,32,0,914,299,2,7,55.25,1,61.25
USR02329,Maria Martinez,IT,Associate,2026-01-04,153,0,4,31,104,1,16,87,59,8,17,1534,22,11,4,42.88,1,48.25
USR02330,Maria Smith,HR,Lead,2026-01-03,103,3,5,106,671,69,96,506,182,58,47,1349,89,12,0,26.29,1,83.5
USR02331,Robert Smith,Sales,Consultant,2026-01-02,231,13,5,14,675,81,121,473,167,38,14,1361,32,15,8,30.24,1,100
USR02332,Michael Garcia,Marketing,Officer,2026-01-01,67,1,7,134,1100,127,5,968,78,5,10,1660,183,15,8,79.73,1,78.48
USR02333,Lisa Brown,Finance,Specialist,2025-12-31,249,5,2,122,712,49,35,628,74,15,19,1283,161,8,3,23.62,1,69.76
USR02334,Michael Davis,Marketing,Senior Developer,2025-12-30,130,10,8,104,910,34,8,868,140,19,0,1937,486,14,8,57.61,1,91.63
USR02335,John Johnson,Legal,Officer,2025-12-29,154,4,7,98,304,7,38,259,162,62,32,1406,182,13,5,63.4,1,83.11
USR02336,David Williams,HR,Director,2025-12-28,183,12,7,102,950,44,156,750,50,18,1,998,102,4,6,49.91,1,78.32
USR02337,John Johnson,Legal,Specialist,2025-12-27,66,1,3,112,497,71,52,374,176,68,33,497,141,4,3,90.9,1,63.04
USR02338,James Williams,Operations,Director,2025-12-26,205,8,7,128,882,47,144,691,110,27,5,173,78,11,6,42.37,1,99.61
USR02339,Robert Jones,Marketing,Officer,2025-12-25,206,2,5,148,349,26,18,305,128,14,23,58,45,1,0,64.93,1,49.56
USR02340,David Miller,Engineering,Associate,2026-01-23,244,13,2,72,94,9,2,83,6,0,0,930,220,11,5,61.16,1,71.99
USR02341,Emily Smith,Engineering,Analyst,2026-01-22,161,8,5,102,286,41,47,198,130,46,19,1815,408,5,0,84.37,1,59.52
USR02342,Michael Garcia,Security,Associate,2026-01-21,169,7,4,14,1042,50,40,952,32,6,6,814,440,12,1,24.1,1,71.84
USR02343,James Johnson,Finance,Officer,2026-01-20,63,1,5,0,320,22,4,294,10,3,2,410,95,14,6,82.11,1,52.5
USR02344,Maria Jones,Sales,Director,2026-01-19,75,3,6,15,675,24,72,579,132,31,16,212,40,13,0,29.86,1,65.22
USR02345,Jennifer Brown,Security,Lead,2026-01-18,224,15,6,91,1168,126,81,961,149,59,11,171,86,2,5,76.85,1,92.3
USR02346,Robert Williams,Marketing,Senior Developer,2026-01-17,246,3,7,70,493,2,84,407,68,20,4,1285,273,14,4,54.23,-1,87.09
USR02347,Michael Martinez,HR,Director,2026-01-16,213,14,7,127,598,6,37,555,125,29,8,586,345,12,4,90.34,1,90.78
USR02348,Robert Brown,HR,Analyst,2026-01-15,184,12,1,104,942,19,5,918,13,4,3,1194,169,9,2,56.8,1,64.8
USR02349,Sarah Miller,HR,Manager,2026-01-14,71,1,3,108,748,64,89,595,159,60,3,1933,463,5,4,46.18,1,73.99
USR02350,Jennifer Davis,Executive,Associate,2026-01-13,185,1,6,135,554,29,33,492,178,44,24,767,79,4,3,58.68,1,56.68
USR02351,Lisa Smith,Security,Senior Developer,2026-01-12,146,10,4,18,510,75,42,393,161,37,15,710,497,14,8,84.17,1,97.21
USR02352,Jennifer Martinez,Engineering,Officer,2026-01-11,93,1,3,133,354,4,12,338,23,2,3,681,346,4,1,95.79,1,37.42
USR02353,David Davis,Security,Lead,2026-01-10,189,6,8,116,126,15,1,110,99,1,14,101,99,11,0,85.53,1,66.58
USR02354,Emily Williams,IT,Consultant,2026-01-09,85,2,4,33,895,85,115,695,44,0,12,1065,330,1,4,61.81,1,43.41
USR02355,Emily Davis,Executive,Lead,2026-01-08,167,7,6,41,410,39,75,296,164,55,12,846,309,3,8,37.24,-1,95.38
USR02356,Maria Rodriguez,Marketing,Lead,2026-01-07,132,7,3,134,359,25,18,316,195,77,1,256,127,11,1,54.0,1,93.08
USR02357,Lisa Jones,IT,Lead,2026-01-06,229,15,2,92,698,94,57,547,54,6,2,1376,248,7,1,71.93,1,69.19
USR02358,Lisa Garcia,Sales,Analyst,2026-01-05,197,13,2,118,797,46,12,739,41,3,12,91,22,1,2,57.25,1,55.76
USR02359,Maria Garcia,Security,Officer,2026-01-04,54,0,6,30,276,20,14,242,136,41,3,1841,352,13,3,36.67,1,66.13
USR02360,Emily Davis,Sales,Associate,2026-01-03,93,2,8,147,363,45,63,255,78,24,5,416,222,15,5,22.27,1,98.27
USR02361,Michael Jones,Marketing,Lead,2026-01-02,165,2,1,113,685,57,49,579,192,12,19,1813,353,9,4,63.43,1,62.32
USR02362,Sarah Martinez,Executive,Consultant,2026-01-01,208,8,6,147,807,22,67,718,176,25,35,619,23,4,7,61.78,1,70.26
USR02363,Lisa Brown,Sales,Lead,2025-12-31,124,0,8,15,676,86,28,562,143,9,22,231,185,3,0,78.47,1,38.65
USR02364,Lisa Williams,Engineering,Officer,2025-12-30,130,9,2,70,588,47,53,488,114,4,26,1700,226,14,6,98.62,1,71.34
USR02365,John Jones,Marketing,Specialist,2025-12-29,40,0,1,47,823,83,95,645,92,29,12,1472,175,14,5,58.93,1,73.92
USR02366,James Garcia,IT,Coordinator,2025-12-28,225,4,8,122,636,10,15,611,91,0,13,1114,186,0,2,25.01,1,42.19
USR02367,James Williams,Finance,Specialist,2025-12-27,219,15,1,107,220,24,21,175,61,14,7,1762,447,0,5,50.92,1,65.35
USR02368,Robert Martinez,Engineering,Officer,2025-12-26,221,16,2,106,325,37,25,263,20,6,0,770,464,1,7,42.84,1,80.16
USR02369,Sarah Miller,Executive,Senior Developer,2025-12-25,96,6,8,14,699,73,15,611,73,3,3,992,356,15,7,74.27,-1,89.0
USR02370,Maria Jones,Sales,Officer,2026-01-23,48,3,1,140,964,69,157,738,112,4,9,356,329,7,0,69.77,1,72.82
USR02371,David Davis,IT,Associate,2026-01-22,178,8,3,65,463,58,44,361,164,51,33,1567,220,13,2,47.4,1,84.12
USR02372,Emily Smith,Engineering,Associate,2026-01-21,222,14,2,83,547,62,104,381,90,22,0,286,119,6,6,44.22,1,90.27
USR02373,Sarah Garcia,Sales,Officer,2026-01-20,235,16,2,70,56,8,2,46,141,11,18,1590,446,12,4,97.85,1,73.06
USR02374,Sarah Brown,IT,Analyst,2026-01-19,147,5,1,145,590,85,81,424,47,6,10,266,115,13,3,59.04,1,83.87
USR02375,Sarah Martinez,Finance,Director,2026-01-18,67,4,2,61,800,103,148,549,10,0,2,1898,245,1,4,48.1,1,51.67
USR02376,John Garcia,Security,Analyst,2026-01-17,124,1,4,65,338,31,11,296,185,9,39,1454,102,13,8,50.48,1,66.99
USR02377,James Smith,Sales,Lead,2026-01-16,58,2,5,20,898,109,99,690,29,1,7,1604,258,4,4,17.31,1,55.17
USR02378,Lisa Smith,Security,Senior Developer,2026-01-15,127,8,6,141,334,17,1,316,70,19,20,1032,268,10,7,53.19,-1,96.69
USR02379,John Brown,Finance,Director,2026-01-14,56,4,7,23,936,88,150,698,147,38,27,414,97,9,4,68.91,1,72.2
USR02380,Sarah Martinez,HR,Associate,2026-01-13,128,8,4,46,763,9,146,608,14,0,0,329,226,7,3,46.47,-1,85.48
USR02381,Michael Davis,IT,Officer,2026-01-12,54,4,6,147,646,86,42,518,113,32,11,530,335,11,5,49.09,1,94.09
USR02382,Michael Johnson,Marketing,Lead,2026-01-11,202,0,2,30,661,82,86,493,127,25,38,616,418,3,5,73.85,1,56.61
USR02383,Jennifer Garcia,Marketing,Manager,2026-01-10,92,7,6,3,1052,55,156,841,131,15,7,997,183,5,5,50.55,-1,77.35
USR02384,David Brown,HR,Manager,2026-01-09,64,5,4,145,735,102,123,510,152,56,27,717,243,5,8,12.39,-1,100
USR02385,John Smith,Sales,Specialist,2026-01-08,216,10,6,133,110,9,16,85,48,19,14,649,41,15,8,30.21,1,96.86
USR02386,Jennifer Rodriguez,IT,Manager,2026-01-07,187,3,8,5,896,40,161,695,168,46,32,1999,257,6,6,8.58,1,76.32
USR02387,Michael Williams,Sales,Manager,2026-01-06,233,6,2,104,962,95,5,862,21,1,2,455,455,4,7,95.63,-1,85.0
USR02388,David Johnson,HR,Officer,2026-01-05,162,5,7,139,1063,107,54,902,193,62,5,534,245,15,0,74.54,1,95.53
USR02389,Jennifer Brown,Security,Manager,2026-01-04,178,14,2,45,327,41,28,258,173,49,51,1745,189,14,5,94.96,1,86.13
USR02390,James Jones,HR,Director,2026-01-03,69,1,6,98,336,10,19,307,8,1,1,1630,228,8,4,69.6,1,46.37
USR02391,James Johnson,Marketing,Lead,2026-01-02,54,3,2,143,790,5,110,675,150,37,41,464,329,8,5,43.86,1,88.28
USR02392,Robert Brown,Security,Manager,2026-01-01,197,4,2,97,318,37,48,233,8,2,2,429,268,11,7,68.33,-1,91.78
USR02393,James Brown,Engineering,Director,2025-12-31,136,9,6,106,380,20,4,356,180,49,39,664,57,4,3,48.08,1,66.64
USR02394,Maria Smith,Security,Lead,2025-12-30,234,16,7,7,1095,17,23,1055,5,1,0,628,325,5,3,58.7,1,62.27
USR02395,James Rodriguez,Engineering,Lead,2025-12-29,206,10,5,66,577,26,102,449,129,8,7,1771,121,5,6,94.4,1,56.56
USR02396,Lisa Miller,Marketing,Lead,2025-12-28,240,7,2,150,175,21,32,122,19,4,1,1099,476,9,3,29.19,1,77.02
USR02397,Lisa Garcia,Sales,Lead,2025-12-27,223,8,3,30,1157,31,142,984,199,4,4,1710,289,15,4,60.64,1,76.3
USR02398,Emily Johnson,Finance,Manager,2025-12-26,138,5,8,79,813,0,55,758,19,2,5,485,74,4,1,45.67,1,43.22
USR02399,John Jones,Operations,Coordinator,2025-12-25,75,3,6,134,1135,141,23,971,25,8,5,1301,435,5,0,36.94,1,61.55
USR02400,James Garcia,Operations,Officer,2026-01-23,82,3,2,141,1180,26,2,1152,152,22,14,248,30,0,1,62.53,-1,54.18
USR02401,Jennifer Johnson,Marketing,Consultant,2026-01-22,203,5,3,49,1132,166,4,962,24,3,7,115,42,0,8,74.76,1,54.34
USR02402,John Johnson,HR,Consultant,2026-01-21,197,12,2,60,845,4,119,722,131,9,31,370,38,9,5,33.6,1,77.47
USR02403,John Miller,Marketing,Director,2026-01-20,98,3,4,92,75,1,12,62,186,23,26,320,186,2,0,57.6,1,45.5
USR02404,Sarah Davis,Marketing,Senior Developer,2026-01-19,132,10,2,86,225,13,14,198,173,16,1,1261,222,14,3,39.4,1,79.86
USR02405,Michael Jones,Engineering,Officer,2026-01-18,119,1,4,86,1181,161,174,846,112,26,21,539,141,1,3,72.54,1,59.14
USR02406,Jennifer Davis,HR,Coordinator,2026-01-17,96,1,6,129,59,0,0,59,146,19,6,852,92,12,7,35.28,1,73.2
USR02407,Robert Brown,Finance,Specialist,2026-01-16,140,5,1,4,481,32,81,368,99,23,16,1517,365,9,6,79.59,-1,75.95
USR02408,Sarah Rodriguez,Finance,Associate,2026-01-15,45,1,4,43,24,0,3,21,94,6,19,1119,300,0,6,90.32,-1,42.08
USR02409,Lisa Garcia,Engineering,Officer,2026-01-14,127,1,3,99,965,121,162,682,95,1,8,871,68,12,2,78.22,1,64.41
USR02410,David Brown,Executive,Consultant,2026-01-13,128,6,8,42,40,1,0,39,70,27,17,1045,61,0,3,57.34,-1,52.07
USR02411,Lisa Miller,HR,Analyst,2026-01-12,104,4,3,120,255,37,28,190,80,21,6,181,95,11,5,65.14,1,78.22
USR02412,John Williams,Executive,Senior Developer,2026-01-11,149,11,6,78,983,50,80,853,113,16,8,1711,249,4,4,42.26,-1,83.11
USR02413,Maria Smith,Executive,Lead,2026-01-10,80,2,6,14,1088,29,67,992,186,55,42,658,246,1,2,82.34,1,44.1
USR02414,Sarah Davis,Engineering,Consultant,2026-01-09,43,1,3,92,367,21,41,305,56,21,2,435,150,2,7,71.38,1,51.66
USR02415,Maria Garcia,HR,Analyst,2026-01-08,165,5,5,8,217,24,15,178,119,39,2,768,414,8,8,21.33,-1,96.22
USR02416,Emily Brown,Executive,Consultant,2026-01-07,198,3,1,139,355,51,54,250,171,45,27,2000,75,4,0,96.6,1,48.4
USR02417,David Miller,IT,Consultant,2026-01-06,106,7,6,97,367,21,6,340,147,16,22,168,39,9,3,93.56,1,56.87
USR02418,Maria Williams,Legal,Officer,2026-01-05,43,1,7,30,36,1,5,30,165,42,48,1755,74,8,3,74.69,1,45.38
USR02419,Jennifer Williams,Engineering,Coordinator,2026-01-04,87,5,7,86,1175,30,137,1008,200,15,55,1768,308,1,5,48.89,1,56.78
USR02420,John Garcia,Marketing,Senior Developer,2026-01-03,150,7,4,3,1128,57,207,864,18,3,4,1895,289,9,0,27.92,1,63.86
USR02421,James Martinez,Operations,Analyst,2026-01-02,188,3,1,84,46,6,7,33,30,9,7,121,97,11,7,58.89,1,76.73
USR02422,David Smith,Sales,Associate,2026-01-01,69,2,4,130,951,111,120,720,58,17,9,553,79,10,5,50.85,1,79.31
USR02423,Lisa Martinez,Operations,Associate,2025-12-31,136,2,7,58,356,45,60,251,60,5,8,1991,136,15,0,49.46,1,58.75
USR02424,Maria Smith,Legal,Consultant,2025-12-30,143,5,2,67,148,21,7,120,83,12,0,1878,249,12,8,61.96,1,70.05
USR02425,Robert Davis,Sales,Lead,2025-12-29,61,3,1,90,197,18,6,173,125,50,0,377,368,8,2,84.9,-1,87.75
USR02426,David Brown,IT,Coordinator,2025-12-28,176,0,2,55,174,16,16,142,54,9,2,435,196,15,1,91.6,-1,68.05
USR02427,Sarah Johnson,Finance,Specialist,2025-12-27,158,6,3,6,931,52,65,814,123,34,30,1864,425,7,5,38.22,1,68.52
USR02428,Jennifer Miller,HR,Officer,2025-12-26,89,1,2,101,1068,136,83,849,156,11,25,874,138,15,0,36.42,1,75.95
USR02429,Maria Jones,Marketing,Lead,2025-12-25,89,0,2,76,1140,170,93,877,126,32,6,878,211,13,0,77.81,1,70.77
